source,scope,scope_value,cluster_gap_ms,cluster_id,rows,start_timestamp_ms,end_timestamp_ms,duration_ms,metric_sum,negative_metric_sum,min_metric,max_metric,first_row_id,last_row_id,nearest_boundary,nearest_boundary_hhmm_utc,boundary_signed_delta_ms,boundary_abs_delta_ms,within_30m_boundary,cluster_share_of_total_metric_sum,cluster_share_of_negative_metric_sum,cluster_share_of_tail_metric_sum
fill,pooled,pooled,60000,fill_pooled_pooled_60000_11,1,1776179095499,1776179095499,0,-14.09244776366703832853865302,-14.09244776366703832853865302,-14.09244776366703832853865302,-14.09244776366703832853865302,2026-04-14 12:00:2026-04-14 15:00:fill-000003:1220,2026-04-14 12:00:2026-04-14 15:00:fill-000003:1220,US cash open,13:30,5695499,5695499,False,0.007584115802437879470823143287,0.004500915948114608198507195188,0.01914454242850418563034085787
fill,pooled,pooled,60000,fill_pooled_pooled_60000_12,1,1776179579551,1776179579551,0,-16.48932003600471977302526019,-16.48932003600471977302526019,-16.48932003600471977302526019,-16.48932003600471977302526019,2026-04-14 12:00:2026-04-14 15:00:fill-000009:1250,2026-04-14 12:00:2026-04-14 15:00:fill-000009:1250,US cash open,13:30,6179551,6179551,False,0.008874037694071785763052133243,0.005266440917025414468940985928,0.02240068527061421954466086370
fill,pooled,pooled,60000,fill_pooled_pooled_60000_13,1,1776180125815,1776180125815,0,-12.39744154726479526496510391,-12.39744154726479526496510391,-12.39744154726479526496510391,-12.39744154726479526496510391,2026-04-14 12:00:2026-04-14 15:00:fill-000017:1290,2026-04-14 12:00:2026-04-14 15:00:fill-000017:1290,US cash open,13:30,6725815,6725815,False,0.006671916328887968564572397507,0.003959556445528588284020077862,0.01684188223982116961090802917
fill,pooled,pooled,60000,fill_pooled_pooled_60000_14,2,1776260268236,1776260268265,29,-35.71001509184497450734672794,-35.71001509184497450734672794,-17.85500754592248725367336397,-17.85500754592248725367336397,2026-04-15 12:00:2026-04-15 13:00:fill-000013:1727,2026-04-15 12:00:2026-04-15 13:00:fill-000014:1732,US cash open,13:30,468236,468236,True,0.01921801622437828592764541548,0.01140524195155681965213796122,0.04851193422983146722771339091
fill,pooled,pooled,60000,fill_pooled_pooled_60000_15,2,1776262765277,1776262765687,410,-28.82262948165921893075190434,-28.82262948165921893075190434,-14.80156193233219718712431057,-14.02106754932702174362759377,2026-04-15 12:00:2026-04-15 14:00:fill-000010:1860,2026-04-15 12:00:2026-04-15 14:00:fill-000011:1865,US cash open,13:30,2965277,2965277,False,0.01551144012633775012430775567,0.009205514533469612591959354801,0.03915544426819262556329607469
fill,pooled,pooled,60000,fill_pooled_pooled_60000_16,2,1776262901778,1776262901779,1,-24.96455062091879323102194876,-24.96455062091879323102194876,-12.48227531045939661551097438,-12.48227531045939661551097438,2026-04-15 12:00:2026-04-15 14:00:fill-000012:1870,2026-04-15 12:00:2026-04-15 14:00:fill-000013:1875,US cash open,13:30,3101778,3101778,False,0.01343514242806058934678042395,0.007973302148183335643404112984,0.03391425723804531370276383399
fill,pooled,pooled,60000,fill_pooled_pooled_60000_17,1,1776346896678,1776346896678,0,-18.59083506256407385084990550,-18.59083506256407385084990550,-18.59083506256407385084990550,-18.59083506256407385084990550,2026-04-16 12:00:2026-04-16 13:00:fill-000016:2450,2026-04-16 12:00:2026-04-16 13:00:fill-000016:2450,US cash open,13:30,696678,696678,True,0.01000500752906957379153454639,0.005937633222071944106058031056,0.02525558629737776478644213062
fill,pooled,pooled,60000,fill_pooled_pooled_60000_18,2,1776347646869,1776347689092,42223,-33.54562642892398808108007033,-33.54562642892398808108007033,-20.39287517721076827006740959,-13.15275125171321981101266074,2026-04-16 12:00:2026-04-16 13:00:fill-000023:2485,2026-04-16 12:00:2026-04-16 13:00:fill-000025:2495,US cash open,13:30,1446869,1446869,True,0.01805320975950017478514122130,0.01071396875230640104081084893,0.04557161958159167682535871964
fill,pooled,pooled,60000,fill_pooled_pooled_60000_19,3,1776348090183,1776348111687,21504,-45.70660182581364862320782243,-45.70660182581364862320782243,-16.01043598960177470507332898,-14.07467565656405801113734614,2026-04-16 12:00:2026-04-16 14:00:fill-000001:2513,2026-04-16 12:00:2026-04-16 14:00:fill-000003:2523,US cash open,13:30,1890183,1890183,False,0.02459786738231541999768931520,0.01459800146446648879180549891,0.06209226335917540870820016879
fill,pooled,pooled,60000,fill_pooled_pooled_60000_20,1,1776348342557,1776348342557,0,-17.42230444818219389139449410,-17.42230444818219389139449410,-17.42230444818219389139449410,-17.42230444818219389139449410,2026-04-16 12:00:2026-04-16 14:00:fill-000004:2528,2026-04-16 12:00:2026-04-16 14:00:fill-000004:2528,US cash open,13:30,2142557,2142557,False,0.009376140802239146893488747802,0.005564422111671987199361209273,0.02366814142611015307416700764
fill,pooled,pooled,60000,fill_pooled_pooled_60000_21,1,1776352199840,1776352199840,0,-21.96085675886433960128859467,-21.96085675886433960128859467,-21.96085675886433960128859467,-21.96085675886433960128859467,2026-04-16 12:00:2026-04-16 15:00:fill-000005:2760,2026-04-16 12:00:2026-04-16 15:00:fill-000005:2760,US cash open,13:30,5999840,5999840,False,0.01181864808535137790429730913,0.007013967486547738183876817533,0.02983374932709204243552949971
fill,pooled,pooled,60000,fill_pooled_pooled_60000_22,1,1776355749920,1776355749920,0,-13.21270565521572190387753296,-13.21270565521572190387753296,-13.21270565521572190387753296,-13.21270565521572190387753296,2026-04-16 12:00:2026-04-16 16:00:fill-000007:2902,2026-04-16 12:00:2026-04-16 16:00:fill-000007:2902,US cash open,13:30,9549920,9549920,False,0.007110666041355388203716464403,0.004219939544826798523115446877,0.01794941576180754195943114440
fill,pooled,pooled,60000,fill_pooled_pooled_60000_23,1,1776357201265,1776357201265,0,-22.49367227021565934148918582,-22.49367227021565934148918582,-22.49367227021565934148918582,-22.49367227021565934148918582,2026-04-16 12:00:2026-04-16 16:00:fill-000023:2982,2026-04-16 12:00:2026-04-16 16:00:fill-000023:2982,US cash open,13:30,11001265,11001265,False,0.01210539277351278071991249992,0.007184140750459128634484606756,0.03055757738980300110686235275
fill,pooled,pooled,60000,fill_pooled_pooled_60000_24,1,1776362341638,1776362341638,0,-12.97447919000120258829339247,-12.97447919000120258829339247,-12.97447919000120258829339247,-12.97447919000120258829339247,2026-04-16 17:00:2026-04-16 17:00:fill-000031:3223,2026-04-16 17:00:2026-04-16 17:00:fill-000031:3223,US cash close,20:00,-7258362,7258362,False,0.006982459988745389581957614011,0.004143853593363389313755920911,0.01762578591783889002403009910
fill,pooled,pooled,60000,fill_pooled_pooled_60000_25,1,1776362869203,1776362869203,0,-12.67679398515770468152025534,-12.67679398515770468152025534,-12.67679398515770468152025534,-12.67679398515770468152025534,2026-04-16 17:00:2026-04-16 18:00:fill-000004:3244,2026-04-16 17:00:2026-04-16 18:00:fill-000004:3244,US cash close,20:00,-6730797,6730797,False,0.006822255097156133680128133613,0.004048777414372521389101029397,0.01722138157800819625643381928
fill,pooled,pooled,60000,fill_pooled_pooled_60000_26,1,1776363487509,1776363487509,0,-13.55735485156121687579409789,-13.55735485156121687579409789,-13.55735485156121687579409789,-13.55735485156121687579409789,2026-04-16 17:00:2026-04-16 18:00:fill-000013:3289,2026-04-16 17:00:2026-04-16 18:00:fill-000013:3289,US cash close,20:00,-6112491,6112491,False,0.007296145488229081893030333441,0.004330015316640954191575218086,0.01841762052460236770360337577
fill,pooled,pooled,60000,fill_pooled_pooled_60000_27,1,1776370274828,1776370274828,0,-21.07758646163154809102154712,-21.07758646163154809102154712,-21.07758646163154809102154712,-21.07758646163154809102154712,2026-04-16 17:00:2026-04-16 20:00:fill-000003:3540,2026-04-16 17:00:2026-04-16 20:00:fill-000003:3540,US cash close,20:00,674828,674828,True,0.01134329956312104993141568142,0.006731864232806351375244390534,0.02863382962791761535752441035
fill,pooled,pooled,60000,fill_pooled_pooled_60000_28,1,1776374400329,1776374400329,0,-12.84530669135387920869767384,-12.84530669135387920869767384,-12.84530669135387920869767384,-12.84530669135387920869767384,2026-04-16 17:00:2026-04-16 21:00:fill-000011:3704,2026-04-16 17:00:2026-04-16 21:00:fill-000011:3704,US cash close,20:00,4800329,4800329,False,0.006912943379235060569958913790,0.004102597839290736712867720855,0.01745030551710075107267834961
fill,pooled,pooled,60000,fill_pooled_pooled_60000_29,2,1776428857665,1776428858783,1118,-29.49536201340588849458529987,-29.49536201340588849458529987,-15.14470828232511446577999642,-14.35065373108077402880530345,2026-04-17 12:00:2026-04-17 12:00:fill-000006:3827,2026-04-17 12:00:2026-04-17 12:00:fill-000007:3832,US cash open,13:30,-3742335,3742335,False,0.01587348379046174124790520783,0.009420375190165507963927423089,0.04006934912794765156587000711
fill,pooled,pooled,60000,fill_pooled_pooled_60000_30,1,1776429016406,1776429016406,0,-15.10449751322682560341629746,-15.10449751322682560341629746,-15.10449751322682560341629746,-15.10449751322682560341629746,2026-04-17 12:00:2026-04-17 12:00:fill-000008:3837,2026-04-17 12:00:2026-04-17 12:00:fill-000008:3837,US cash open,13:30,-3583594,3583594,False,0.008128769408909181044995870548,0.004824149422843041904099662000,0.02051940857632538542216446383
fill,pooled,pooled,60000,fill_pooled_pooled_60000_31,1,1776431184739,1776431184739,0,-28.55473758335330615716370540,-28.55473758335330615716370540,-28.55473758335330615716370540,-28.55473758335330615716370540,2026-04-17 12:00:2026-04-17 13:00:fill-000005:3925,2026-04-17 12:00:2026-04-17 13:00:fill-000005:3925,US cash open,13:30,-1415261,1415261,True,0.01536726906298812280280809799,0.009119953888670598241786089783,0.03879151403411414709565212696
fill,pooled,pooled,60000,fill_pooled_pooled_60000_32,1,1776431690701,1776431690701,0,-12.96195170739327681873808159,-12.96195170739327681873808159,-12.96195170739327681873808159,-12.96195170739327681873808159,2026-04-17 12:00:2026-04-17 13:00:fill-000020:4000,2026-04-17 12:00:2026-04-17 13:00:fill-000020:4000,US cash open,13:30,-909299,909299,True,0.006975718088374008484163606297,0.004139852503758138981384504290,0.01760876737525978483718866033
fill,pooled,pooled,60000,fill_pooled_pooled_60000_33,1,1776432699131,1776432699131,0,-20.95207544841191081449181074,-20.95207544841191081449181074,-20.95207544841191081449181074,-20.95207544841191081449181074,2026-04-17 12:00:2026-04-17 13:00:fill-000035:4075,2026-04-17 12:00:2026-04-17 13:00:fill-000035:4075,US cash open,13:30,99131,99131,True,0.01127575345085564271311228814,0.006691777902132077460122007650,0.02846332334269845748360135145
fill,pooled,pooled,60000,fill_pooled_pooled_60000_34,1,1776432766965,1776432766965,0,-18.99434219602505089739372919,-18.99434219602505089739372919,-18.99434219602505089739372919,-18.99434219602505089739372919,2026-04-17 12:00:2026-04-17 13:00:fill-000037:4085,2026-04-17 12:00:2026-04-17 13:00:fill-000037:4085,US cash open,13:30,166965,166965,True,0.01022216248175051890254998971,0.006066507334123286912785110247,0.02580374936786039335277815971
