source,block_start,window,session,row_id,fill_id,order_id,side,fill_timestamp_ms,primary_timestamp_ms,quantity,horizon,side_aligned_skew_bps,fill_edge_bps,side_normalized_mid_move_bps,primary_nearest_boundary,primary_nearest_boundary_hhmm_utc,primary_boundary_signed_delta_ms,primary_boundary_abs_delta_ms,primary_within_30m_boundary,pooled_tail_rank,is_pooled_tail_1pct,is_pooled_tail_5pct,is_pooled_tail_10pct,window_tail_rank,is_window_tail_1pct,is_window_tail_5pct,is_window_tail_10pct
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00:2026-04-12 15:00:fill-000008:243,fill-000008,ord-000446,sell,1776008025152,1776008025152,0.00086000,30s,-0.0007013556680731219562533170566,0.2832721307764997722873532274,-1.306866438744450321026442570,US cash open,13:30,7425152,7425152,False,826,False,False,False,15,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00:2026-04-12 15:00:fill-000009:248,fill-000009,ord-000449,buy,1776008040875,1776008040875,0.00032000,30s,-0.0004831814616380034830010937412,0.2832721307764997722873532274,0.6682679194877027046978457684,US cash open,13:30,7440875,7440875,False,1202,False,False,False,21,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00:2026-04-12 15:00:fill-000010:253,fill-000010,ord-000456,sell,1776008051101,1776008051101,0.001,30s,-0.0004193157894501263457986963689,0.2832721307764997722873532274,-0.6682679194877027046978457684,US cash open,13:30,7451101,7451101,False,974,False,False,False,17,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00:2026-04-12 15:00:fill-000011:258,fill-000011,ord-000482,sell,1776008168701,1776008168701,0.00088000,30s,-0.0006184445390103291355755250488,0.09955171369096592203632253710,-0.8062982768445608720956052296,US cash open,13:30,7568701,7568701,False,930,False,False,False,16,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 15:00:2026-04-12 15:00:fill-000012:263,fill-000012,ord-000575,buy,1776008583465,1776008583465,0.00078000,30s,-0.0006654871944735368322769538023,0.2829682537139936128208187859,2.179067250545666524665058381,US cash open,13:30,7983465,7983465,False,1350,False,False,False,23,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 16:00,2026-04-12 15:00:2026-04-12 16:00:fill-000001:268,fill-000001,ord-000124,sell,1776010219751,1776010219751,0.00024000,30s,-0.0007054314169923644555598714270,0.2829424176900397565848497389,-2.242371579598369941213597182,US cash open,13:30,9619751,9619751,False,633,False,False,False,12,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 16:00,2026-04-12 15:00:2026-04-12 16:00:fill-000002:273,fill-000002,ord-000255,buy,1776010928397,1776010928397,0.00016000,30s,-0.0006596968693734949266721999526,0.2829922171494553881824002694,3.157374512535320216279448392,US cash open,13:30,10328397,10328397,False,1403,False,False,False,24,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 17:00,2026-04-12 15:00:2026-04-12 17:00:fill-000001:278,fill-000001,ord-000071,buy,1776013488246,1776013488246,0.00008000,30s,-0.0004552894988782199479087981378,0.2824306645044169409096591639,-2.629915464487513359991689073,US cash close,20:00,-10511754,10511754,False,566,False,False,False,11,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 17:00,2026-04-12 15:00:2026-04-12 17:00:fill-000002:283,fill-000002,ord-000406,sell,1776015568053,1776015568053,0.00024000,30s,0.0001058283846982804959184253047,0.2825838366696430754733508291,-7.204830788305313724786879992,US cash close,20:00,-8431947,8431947,False,183,False,False,False,2,False,False,True
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 17:00,2026-04-12 15:00:2026-04-12 17:00:fill-000003:288,fill-000003,ord-000436,sell,1776015866867,1776015866867,0.00008000,30s,-0.0002996704879958232706027957019,0.2824652808962250029672942538,-3.748828491096532333645735708,US cash close,20:00,-8133133,8133133,False,411,False,False,False,8,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 17:00,2026-04-12 15:00:2026-04-12 17:00:fill-000004:293,fill-000004,ord-000484,sell,1776016183189,1776016183189,0.001,30s,0.00007065306022674592042204209640,0.2825696588820487300889685721,-11.37888990430753838772235537,US cash close,20:00,-7816811,7816811,False,73,False,True,True,1,True,True,True
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 17:00,2026-04-12 15:00:2026-04-12 17:00:fill-000005:298,fill-000005,ord-000546,sell,1776016384425,1776016384425,0.00054000,30s,-0.004215636711625980202978572571,0.2853092710334070452556722435,-4.425104629796463458066423934,US cash close,20:00,-7615575,7615575,False,344,False,False,False,5,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 17:00,2026-04-12 15:00:2026-04-12 17:00:fill-000006:303,fill-000006,ord-000546,sell,1776016384426,1776016384426,0.00046000,30s,-0.004215636711625980202978572571,0.2853092710334070452556722435,-4.425104629796463458066423934,US cash close,20:00,-7615574,7615574,False,345,False,False,False,6,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 18:00,2026-04-12 15:00:2026-04-12 18:00:fill-000001:308,fill-000001,ord-000003,buy,1776016809365,1776016809365,0.00040000,30s,-0.0007023168086498334977000718291,0.2817514767887723230957306501,-2.710716203119909283050695382,US cash close,20:00,-7190635,7190635,False,553,False,False,False,10,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 18:00,2026-04-12 15:00:2026-04-12 18:00:fill-000002:313,fill-000002,ord-000050,sell,1776016980305,1776016980305,0.00032000,30s,-0.0006811895804207759087759677984,0.2820436588110122504713681024,-0.04360774774634104620754319787,US cash close,20:00,-7019695,7019695,False,1091,False,False,False,19,False,False,False
fill,2026-04-12 15:00,2026-04-12 15:00,2026-04-12 18:00,2026-04-12 15:00:2026-04-12 18:00:fill-000003:318,fill-000003,ord-000146,sell,1776017390379,1776017390379,0.00064000,30s,-0.0007000095673693067716872505070,0.2819655997749337925786513508,-4.711145931401636933359012594,US cash close,20:00,-6609621,6609621,False,319,False,False,False,4,False,False,False
